gender,party,state,chamber,nonvoting,session_id
M,R,MS,S,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,OR,H,voting,112
M,R,UT,H,voting,112
M,R,FL,H,voting,112
M,R,FL,H,voting,112
M,R,SC,H,voting,112
F,R,SD,H,voting,112
M,R,SC,H,voting,112
F,R,FL,H,voting,112
M,R,VA,H,voting,112
M,R,TX,H,voting,112
M,R,MN,H,voting,112
M,R,IL,H,voting,112
M,R,NC,H,voting,112
M,R,CO,H,voting,112
M,R,OH,S,voting,112
M,R,KY,H,voting,112
M,R,KY,H,voting,112
M,R,KY,H,voting,112
M,R,PA,H,voting,112
M,R,TN,S,voting,112
F,R,FL,H,voting,112
M,R,NE,S,voting,112
M,R,FL,H,voting,112
M,R,KY,S,voting,112
M,R,WA,H,voting,112
M,R,NC,H,voting,112
M,R,TX,H,voting,112
M,R,NJ,H,voting,112
M,R,LA,S,voting,112
M,R,FL,H,voting,112
M,R,OK,H,voting,112
M,R,ID,H,voting,112
M,R,NJ,H,voting,112
F,R,SD,H,voting,112
M,R,IA,S,voting,112
M,R,FL,H,voting,112
M,R,GA,H,voting,112
M,R,CA,H,voting,112
M,R,IL,H,voting,112
M,R,AZ,H,voting,112
M,R,IL,H,voting,112
M,R,WI,H,voting,112
M,R,TN,S,voting,112
M,R,IL,H,voting,112
M,R,CA,H,voting,112
M,R,KY,H,voting,112
M,R,MN,H,voting,112
M,R,TX,H,voting,112
M,R,MI,H,voting,112
M,R,PA,H,voting,112
F,R,NC,H,voting,112
M,R,PA,H,voting,112
M,R,TX,H,voting,112
M,R,CO,H,voting,112
M,R,ID,H,voting,112
F,R,TN,H,voting,112
M,R,GA,H,voting,112
M,R,OK,H,voting,112
M,R,OK,H,voting,112
M,R,CA,H,voting,112
M,R,CO,H,voting,112
M,R,CO,H,voting,112
M,R,AZ,S,voting,112
M,R,WA,H,voting,112
F,R,TN,H,voting,112
M,R,KY,S,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,OH,H,voting,112
M,R,OK,S,voting,112
M,R,MI,H,voting,112
M,R,IA,H,voting,112
M,R,TX,H,voting,112
F,R,WY,H,voting,112
M,R,SC,H,voting,112
M,R,FL,H,voting,112
M,R,SC,H,voting,112
M,R,AZ,S,voting,112
M,R,CA,H,voting,112
F,R,IL,H,voting,112
M,R,LA,H,voting,112
M,R,AZ,S,voting,112
M,R,OH,H,voting,112
M,R,SC,S,voting,112
M,R,AL,S,voting,112
M,R,KY,S,voting,112
M,R,NJ,H,voting,112
M,R,TX,H,voting,112
M,R,TX,S,voting,112
F,R,MO,H,voting,112
M,R,FL,H,voting,112
M,R,AL,S,voting,112
M,R,PA,H,voting,112
M,R,OR,H,voting,112
M,R,AZ,S,voting,112
M,R,TX,H,voting,112
M,R,KS,H,voting,112
M,R,SC,S,voting,112
M,R,OK,S,voting,112
M,R,WI,H,voting,112
M,R,NJ,H,voting,112
M,R,UT,H,voting,112
M,R,KY,H,voting,112
M,R,GA,S,voting,112
M,R,VA,H,voting,112
M,R,MI,H,voting,112
M,R,NC,S,voting,112
M,R,MN,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,S,voting,112
M,R,CO,H,voting,112
M,R,VA,H,voting,112
M,R,FL,H,voting,112
M,R,AZ,H,voting,112
M,R,CA,H,voting,112
F,R,FL,H,voting,112
M,R,CO,H,voting,112
M,R,CA,H,voting,112
M,R,UT,H,voting,112
F,R,NH,S,voting,112
M,R,NC,S,voting,112
F,R,IL,H,voting,112
M,R,NM,H,voting,112
M,R,NV,S,voting,112
M,R,AR,H,voting,112
M,R,KY,S,voting,112
M,R,MO,S,voting,112
M,R,PA,H,voting,112
M,R,AZ,S,voting,112
M,R,TX,H,voting,112
M,R,NV,H,voting,112
M,R,LA,S,voting,112
M,R,KY,S,voting,112
M,R,AZ,S,voting,112
M,R,GA,H,voting,112
M,R,AZ,S,voting,112
M,R,AL,S,voting,112
M,R,LA,S,voting,112
M,R,GA,H,voting,112
F,R,FL,H,voting,112
M,R,OK,H,voting,112
M,R,FL,S,voting,112
M,R,NM,H,voting,112
M,R,TX,H,voting,112
M,R,UT,H,voting,112
M,R,UT,S,voting,112
M,R,IL,H,voting,112
M,R,NE,H,voting,112
M,R,AK,H,voting,112
M,R,FL,H,voting,112
M,R,NE,H,voting,112
M,R,IN,S,voting,112
M,R,GA,H,voting,112
M,R,GA,H,voting,112
M,R,IN,H,voting,112
M,R,IA,S,voting,112
F,R,NY,H,voting,112
M,R,TX,H,voting,112
M,R,MI,H,voting,112
M,R,IL,H,voting,112
M,R,KY,S,voting,112
M,R,AL,S,voting,112
M,R,KS,H,voting,112
M,R,SD,S,voting,112
M,R,TX,H,voting,112
M,R,IA,H,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
M,R,WI,S,voting,112
M,R,SD,S,voting,112
F,R,WV,H,voting,112
M,R,FL,H,voting,112
M,R,TX,H,voting,112
M,R,NY,H,voting,112
M,R,MI,H,voting,112
M,R,ND,S,voting,112
M,R,LA,S,voting,112
M,R,LA,H,voting,112
M,R,PA,H,voting,112
M,R,AZ,S,voting,112
M,R,IL,H,voting,112
M,R,WY,S,voting,112
M,R,MD,H,voting,112
M,R,FL,H,voting,112
F,R,FL,H,voting,112
M,R,MN,H,voting,112
M,R,TX,H,voting,112
M,R,IL,S,voting,112
M,R,VA,H,voting,112
M,R,AZ,S,voting,112
M,R,MO,H,voting,112
M,R,OR,H,voting,112
M,R,CA,H,voting,112
M,R,OH,H,voting,112
M,R,GA,H,voting,112
M,R,MS,H,voting,112
M,R,AR,H,voting,112
M,R,WY,S,voting,112
M,R,AR,H,voting,112
M,R,TX,H,voting,112
M,R,GA,H,voting,112
F,R,WA,H,voting,112
F,R,FL,H,voting,112
M,R,WA,H,voting,112
F,R,FL,H,voting,112
M,R,WA,H,voting,112
M,R,WY,S,voting,112
F,R,ME,S,voting,112
M,R,TX,H,voting,112
M,R,FL,H,voting,112
M,R,ID,S,voting,112
M,R,AZ,S,voting,112
M,R,GA,H,voting,112
M,R,WA,H,voting,112
M,R,MI,H,voting,112
M,R,SC,S,voting,112
M,R,OR,H,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,FL,H,voting,112
M,R,CA,H,voting,112
F,R,AL,H,voting,112
M,R,KY,S,voting,112
M,R,AR,S,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
F,R,ME,S,voting,112
M,R,OH,S,voting,112
M,R,OR,H,voting,112
M,R,TX,H,voting,112
M,R,TN,H,voting,112
M,R,AL,H,voting,112
M,R,OH,H,voting,112
M,R,TX,H,voting,112
M,R,MS,H,voting,112
M,R,TX,H,voting,112
M,R,UT,H,voting,112
M,R,KY,H,voting,112
M,R,LA,H,voting,112
M,R,IL,S,voting,112
F,R,NC,H,voting,112
F,R,TN,H,voting,112
M,R,AK,H,voting,112
M,R,AK,H,voting,112
M,R,LA,S,voting,112
M,R,SC,H,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,KY,S,voting,112
M,R,SC,H,voting,112
M,R,CA,H,voting,112
M,R,FL,S,voting,112
M,R,GA,H,voting,112
M,R,LA,H,voting,112
M,R,VA,H,voting,112
M,R,FL,H,voting,112
M,R,WY,S,voting,112
M,R,KS,H,voting,112
M,R,GA,H,voting,112
M,R,AL,S,voting,112
M,R,KY,S,voting,112
M,R,PA,H,voting,112
M,R,GA,H,voting,112
F,R,MO,H,voting,112
M,R,NC,H,voting,112
M,R,WA,H,voting,112
M,R,IA,S,voting,112
M,R,CO,H,voting,112
M,R,UT,H,voting,112
M,R,TX,H,voting,112
M,R,MI,H,voting,112
M,R,NJ,H,voting,112
M,R,OR,H,voting,112
M,R,UT,S,voting,112
M,R,CA,H,voting,112
M,R,AL,S,voting,112
M,R,WI,H,voting,112
M,R,CA,H,voting,112
M,R,AK,H,voting,112
M,R,AZ,S,voting,112
M,R,TN,H,voting,112
M,R,CA,H,voting,112
M,R,KY,H,voting,112
M,R,IL,H,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,H,voting,112
M,R,SD,S,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
F,R,ME,S,voting,112
M,R,CA,H,voting,112
M,R,AL,S,voting,112
M,R,CA,H,voting,112
M,R,LA,H,voting,112
M,R,IA,S,voting,112
M,R,FL,H,voting,112
M,R,WA,H,voting,112
M,R,OH,H,voting,112
M,R,NJ,H,voting,112
M,R,TX,H,voting,112
F,R,NC,H,voting,112
M,R,OK,S,voting,112
M,R,NC,S,voting,112
M,R,OK,S,voting,112
M,R,KY,S,voting,112
M,R,GA,H,voting,112
M,R,LA,H,voting,112
M,R,OK,H,voting,112
M,R,MN,H,voting,112
M,R,AK,H,voting,112
M,R,AZ,S,voting,112
M,R,AZ,H,voting,112
M,R,CA,H,voting,112
M,R,IN,H,voting,112
F,R,IL,H,voting,112
M,R,ID,H,voting,112
M,R,VA,H,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
M,R,VA,H,voting,112
M,R,AL,S,voting,112
M,R,OK,S,voting,112
M,R,FL,H,voting,112
M,R,KY,H,voting,112
M,R,MS,H,voting,112
M,R,SD,S,voting,112
M,R,CA,H,voting,112
M,R,CO,H,voting,112
M,R,AZ,S,voting,112
M,R,TX,H,voting,112
M,R,SD,S,voting,112
F,R,NC,H,voting,112
M,R,IA,H,voting,112
M,R,WY,S,voting,112
M,R,IA,H,voting,112
M,R,AK,H,voting,112
M,R,NJ,H,voting,112
M,R,NJ,H,voting,112
M,R,AL,S,voting,112
M,R,TX,S,voting,112
F,R,KS,H,voting,112
M,R,WY,S,voting,112
F,R,ME,S,voting,112
M,R,SC,S,voting,112
M,R,MS,H,voting,112
M,R,GA,H,voting,112
M,R,IA,H,voting,112
M,R,SC,H,voting,112
M,R,MO,H,voting,112
M,R,IA,H,voting,112
M,R,MN,H,voting,112
M,R,TX,S,voting,112
M,R,MI,H,voting,112
M,R,LA,H,voting,112
M,R,TN,H,voting,112
M,R,WA,H,voting,112
M,R,GA,H,voting,112
M,R,MO,H,voting,112
M,R,IA,S,voting,112
F,R,ME,S,voting,112
M,R,NC,H,voting,112
F,R,TX,S,voting,112
M,R,WY,S,voting,112
M,R,TX,H,voting,112
M,R,PA,H,voting,112
M,R,ID,H,voting,112
F,R,MI,H,voting,112
M,R,TX,H,voting,112
M,R,KY,S,voting,112
M,R,TX,H,voting,112
M,R,VA,H,voting,112
M,R,NY,H,voting,112
M,R,IL,H,voting,112
M,R,IL,H,voting,112
M,R,VA,H,voting,112
M,R,VA,H,voting,112
M,R,SD,S,voting,112
F,R,WY,H,voting,112
M,R,AK,H,voting,112
M,R,MD,H,voting,112
M,R,TX,H,voting,112
M,R,AR,S,voting,112
M,R,GA,S,voting,112
M,R,VA,H,voting,112
M,R,MN,H,voting,112
M,R,SC,S,voting,112
M,R,WI,H,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,TX,S,voting,112
F,R,TX,S,voting,112
M,R,NC,H,voting,112
M,R,IA,S,voting,112
M,R,OH,H,voting,112
F,R,TN,H,voting,112
M,R,UT,H,voting,112
M,R,WI,H,voting,112
M,R,OK,S,voting,112
M,R,TX,H,voting,112
M,R,NE,S,voting,112
M,R,PA,H,voting,112
F,R,NH,S,voting,112
F,R,IL,H,voting,112
M,R,NH,H,voting,112
M,R,TN,H,voting,112
M,R,NJ,H,voting,112
M,R,FL,H,voting,112
F,R,WY,H,voting,112
F,R,MO,H,voting,112
M,R,FL,H,voting,112
M,R,UT,S,voting,112
M,R,TX,H,voting,112
M,R,IL,H,voting,112
M,R,OH,H,voting,112
M,R,AZ,H,voting,112
F,R,NY,H,voting,112
F,R,IL,H,voting,112
M,R,ID,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,S,voting,112
M,R,IA,S,voting,112
M,R,NE,S,voting,112
M,R,AZ,S,voting,112
M,R,KS,S,voting,112
M,R,CA,H,voting,112
M,R,OH,H,voting,112
M,R,AZ,S,voting,112
M,R,AZ,H,voting,112
M,R,WY,S,voting,112
M,R,WA,H,voting,112
M,R,OH,H,voting,112
M,R,CA,H,voting,112
M,R,FL,H,voting,112
M,R,TN,H,voting,112
M,R,KY,S,voting,112
M,R,OH,H,voting,112
M,R,AZ,S,voting,112
M,R,MI,H,voting,112
M,R,NJ,H,voting,112
M,R,AZ,S,voting,112
M,R,TN,S,voting,112
M,R,PA,S,voting,112
M,R,VA,H,voting,112
M,R,MS,H,voting,112
M,R,AZ,S,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,WV,H,voting,112
M,R,PA,H,voting,112
M,R,PA,H,voting,112
M,R,CA,H,voting,112
M,R,KS,H,voting,112
M,R,MI,H,voting,112
M,R,VA,H,voting,112
M,R,SC,H,voting,112
M,R,WI,H,voting,112
M,R,TX,H,voting,112
M,R,UT,S,voting,112
M,R,FL,H,voting,112
M,R,KY,S,voting,112
M,R,OK,S,voting,112
F,R,FL,H,voting,112
M,R,MN,H,voting,112
M,R,GA,H,voting,112
M,R,TN,H,voting,112
F,R,ME,S,voting,112
M,R,KY,S,voting,112
M,R,UT,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,S,voting,112
M,R,OH,H,voting,112
M,R,VA,H,voting,112
M,R,TX,H,voting,112
M,R,MO,S,voting,112
M,R,WA,H,voting,112
M,R,CA,H,voting,112
F,R,IL,H,voting,112
M,R,KY,S,voting,112
M,R,IL,S,voting,112
M,R,TN,H,voting,112
M,R,AL,H,voting,112
M,R,OH,H,voting,112
M,R,SD,S,voting,112
F,R,IL,H,voting,112
M,R,WA,H,voting,112
M,R,WA,H,voting,112
M,R,OK,S,voting,112
M,R,CA,H,voting,112
F,R,MO,H,voting,112
M,R,CA,H,voting,112
M,R,MD,H,voting,112
F,R,SD,H,voting,112
M,R,NJ,H,voting,112
M,R,OK,S,voting,112
M,R,VA,H,voting,112
M,R,CO,H,voting,112
M,R,OK,S,voting,112
M,R,AR,S,voting,112
M,R,SD,S,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
M,R,UT,H,voting,112
M,R,AZ,S,voting,112
M,R,SC,H,voting,112
M,R,TX,S,voting,112
M,R,AZ,H,voting,112
M,R,KS,H,voting,112
M,R,TX,H,voting,112
M,R,TX,H,voting,112
M,R,OH,H,voting,112
M,R,KY,S,voting,112
M,R,FL,H,voting,112
M,R,MI,H,voting,112
M,R,OK,S,voting,112
M,R,NJ,H,voting,112
M,R,NJ,H,voting,112
M,R,MI,H,voting,112
M,R,WI,H,voting,112
M,R,ID,H,voting,112
M,R,PA,H,voting,112
M,R,AL,S,voting,112
M,R,SC,H,voting,112
M,R,WY,S,voting,112
M,R,WV,H,voting,112
M,R,TX,H,voting,112
M,R,WI,H,voting,112
M,R,KY,S,voting,112
M,R,PA,H,voting,112
M,R,TX,H,voting,112
M,R,WV,H,voting,112
M,R,WI,H,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,FL,H,voting,112
M,R,IL,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,ND,H,voting,112
M,R,KY,H,voting,112
M,R,TX,S,voting,112
M,R,WY,S,voting,112
M,R,NC,H,voting,112
M,R,AZ,S,voting,112
M,R,NC,H,voting,112
M,R,AZ,S,voting,112
F,R,MO,H,voting,112
M,R,IA,S,voting,112
F,R,ME,S,voting,112
M,R,MI,H,voting,112
M,R,KY,H,voting,112
F,R,WY,H,voting,112
M,R,FL,H,voting,112
M,R,FL,H,voting,112
M,R,GA,H,voting,112
M,R,TX,H,voting,112
M,R,LA,H,voting,112
M,R,CO,H,voting,112
M,R,ID,H,voting,112
F,R,NY,H,voting,112
M,R,KS,S,voting,112
M,R,WY,S,voting,112
M,R,KY,S,voting,112
M,R,SD,S,voting,112
M,R,NY,H,voting,112
M,R,MN,H,voting,112
M,R,IA,H,voting,112
M,R,IL,H,voting,112
M,R,KY,S,voting,112
M,R,WI,H,voting,112
M,R,MO,H,voting,112
M,R,GA,H,voting,112
M,R,SD,S,voting,112
M,R,IA,H,voting,112
M,R,TX,H,voting,112
M,R,GA,H,voting,112
M,R,SD,S,voting,112
M,R,TX,H,voting,112
M,R,WA,H,voting,112
M,R,MI,H,voting,112
M,R,MN,H,voting,112
M,R,AZ,S,voting,112
F,R,FL,H,voting,112
M,R,CA,H,voting,112
F,R,MI,H,voting,112
M,R,KY,H,voting,112
M,R,GA,H,voting,112
F,R,TX,S,voting,112
M,R,NJ,H,voting,112
M,R,AL,S,voting,112
M,R,WI,H,voting,112
M,R,TX,H,voting,112
F,R,TN,H,voting,112
M,R,NJ,H,voting,112
F,R,MI,H,voting,112
M,R,AZ,S,voting,112
F,R,FL,H,voting,112
M,R,GA,H,voting,112
M,R,NC,H,voting,112
M,R,AR,H,voting,112
M,R,KY,S,voting,112
M,R,GA,H,voting,112
M,R,IA,S,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,FL,H,voting,112
M,R,OH,H,voting,112
M,R,KY,S,voting,112
M,R,KY,H,voting,112
F,R,IL,H,voting,112
M,R,TX,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
F,R,IL,H,voting,112
M,R,TX,H,voting,112
M,R,VA,H,voting,112
M,R,AR,H,voting,112
M,R,UT,S,voting,112
M,R,KS,S,voting,112
M,R,KY,H,voting,112
F,R,IL,H,voting,112
M,R,PA,S,voting,112
M,R,LA,H,voting,112
M,R,AZ,S,voting,112
M,R,PA,H,voting,112
M,R,VA,H,voting,112
M,R,SC,H,voting,112
M,R,OR,H,voting,112
M,R,KY,S,voting,112
M,R,GA,H,voting,112
M,R,CA,H,voting,112
M,R,TX,S,voting,112
M,R,AZ,S,voting,112
M,R,AZ,H,voting,112
M,R,CA,H,voting,112
M,R,NJ,H,voting,112
M,R,MO,S,voting,112
M,R,AL,S,voting,112
F,R,NY,H,voting,112
M,R,WA,H,voting,112
M,R,FL,H,voting,112
M,R,VA,H,voting,112
M,R,AL,S,voting,112
F,R,SD,H,voting,112
M,R,KY,H,voting,112
M,R,VA,H,voting,112
M,R,IA,H,voting,112
M,R,IN,H,voting,112
M,R,MI,H,voting,112
M,R,AK,H,voting,112
M,R,SD,S,voting,112
F,R,NC,H,voting,112
M,R,TX,H,voting,112
F,R,MO,H,voting,112
M,R,FL,H,voting,112
M,R,NY,H,voting,112
M,R,MI,H,voting,112
M,R,UT,H,voting,112
M,R,MO,H,voting,112
M,R,IN,H,voting,112
M,R,KY,H,voting,112
M,R,GA,H,voting,112
M,R,NJ,H,voting,112
M,R,AK,H,voting,112
M,R,AL,H,voting,112
M,R,NJ,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,IA,H,voting,112
M,R,AZ,S,voting,112
M,R,TX,H,voting,112
M,R,AR,H,voting,112
M,R,CO,H,voting,112
M,R,FL,H,voting,112
M,R,VA,H,voting,112
M,R,FL,H,voting,112
M,R,AZ,S,voting,112
M,R,MA,S,voting,112
M,R,TX,H,voting,112
M,R,NY,H,voting,112
F,R,TX,S,voting,112
M,R,CO,H,voting,112
M,R,FL,H,voting,112
F,R,NC,H,voting,112
M,R,AZ,H,voting,112
F,R,NC,H,voting,112
M,R,MI,H,voting,112
M,R,MS,H,voting,112
M,R,KY,H,voting,112
M,R,IN,S,voting,112
M,R,AZ,S,voting,112
M,R,IL,S,voting,112
M,R,FL,H,voting,112
M,R,WA,H,voting,112
M,R,CA,H,voting,112
M,R,MI,H,voting,112
M,R,KY,S,voting,112
M,R,TN,S,voting,112
M,R,CA,H,voting,112
M,R,AL,S,voting,112
M,R,IN,H,voting,112
M,R,GA,H,voting,112
M,R,AR,S,voting,112
M,R,NE,H,voting,112
M,R,FL,H,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,IL,H,voting,112
M,R,OH,H,voting,112
F,R,TX,S,voting,112
M,R,KS,S,voting,112
M,R,ID,S,voting,112
M,R,NE,H,voting,112
M,R,ND,H,voting,112
M,R,OH,H,voting,112
M,R,NY,H,voting,112
M,R,MS,S,voting,112
M,R,AL,S,voting,112
M,R,TX,H,voting,112
M,R,AZ,S,voting,112
F,R,IL,H,voting,112
M,R,TX,H,voting,112
M,R,IL,H,voting,112
M,R,NJ,H,voting,112
M,R,CA,H,voting,112
M,R,WA,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,FL,H,voting,112
M,R,FL,H,voting,112
M,R,AZ,H,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,S,voting,112
M,R,KY,S,voting,112
M,R,CA,H,voting,112
M,R,IL,S,voting,112
M,R,SD,S,voting,112
F,R,NC,H,voting,112
M,R,AZ,S,voting,112
M,R,GA,H,voting,112
M,R,MS,H,voting,112
M,R,IL,H,voting,112
M,R,GA,H,voting,112
M,R,IN,S,voting,112
M,R,IN,H,voting,112
F,R,MO,H,voting,112
M,R,LA,H,voting,112
M,R,WI,H,voting,112
M,R,TX,H,voting,112
M,R,SC,H,voting,112
M,R,AR,H,voting,112
M,R,MI,H,voting,112
M,R,LA,S,voting,112
M,R,WI,H,voting,112
M,R,WI,H,voting,112
M,R,KY,S,voting,112
M,R,FL,H,voting,112
M,R,AZ,S,voting,112
M,R,TX,H,voting,112
M,R,WA,H,voting,112
M,R,AZ,H,voting,112
F,R,TX,S,voting,112
M,R,WI,S,voting,112
M,R,SD,S,voting,112
M,R,UT,H,voting,112
M,R,MN,H,voting,112
F,R,FL,H,voting,112
M,R,AZ,H,voting,112
M,R,GA,H,voting,112
M,R,CA,H,voting,112
M,R,CA,H,voting,112
M,R,AL,S,voting,112
M,R,MA,S,voting,112
M,R,TX,H,voting,112
M,R,OH,H,voting,112
M,R,CA,H,voting,112
M,R,WA,H,voting,112
F,R,NY,H,voting,112
M,R,IA,S,voting,112
F,R,FL,H,voting,112
M,R,VA,H,voting,112
M,R,MN,H,voting,112
F,R,ME,S,voting,112
M,R,KY,S,voting,112
M,R,AZ,H,voting,112
M,R,MI,H,voting,112
M,R,CA,H,voting,112
F,R,FL,H,voting,112
M,R,KY,S,voting,112
M,R,GA,H,voting,112
M,R,CA,H,voting,112
M,R,AZ,S,voting,112
M,R,CA,H,voting,112
M,R,MI,H,voting,112
M,R,NV,S,voting,112
M,R,GA,H,voting,112
M,R,IL,H,voting,112
M,R,CA,H,voting,112
M,R,NJ,H,voting,112
M,R,NH,H,voting,112
M,R,AZ,H,voting,112
M,R,MN,H,voting,112
M,R,FL,H,voting,112
M,R,WI,H,voting,112
M,R,LA,H,voting,112
M,R,SD,S,voting,112
M,R,KY,S,voting,112
M,R,WI,S,voting,112
M,R,OK,S,voting,112
M,R,CA,H,voting,112
M,R,IN,H,voting,112
M,R,WA,H,voting,112
M,R,KY,H,voting,112
M,R,KY,S,voting,112
M,R,OH,H,voting,112
M,R,SD,S,voting,112
M,R,WI,H,voting,112
M,R,AZ,H,voting,112
M,R,VA,H,voting,112
M,R,AR,H,voting,112
M,R,WV,H,voting,112
M,R,SC,S,voting,112
M,R,MN,H,voting,112
M,R,MN,H,voting,112
M,R,ID,H,voting,112
M,R,AZ,S,voting,112
M,R,UT,H,voting,112
M,R,AZ,H,voting,112
M,R,IA,H,voting,112
M,R,NC,H,voting,112
M,R,WA,H,voting,112
M,R,WY,S,voting,112
M,R,IL,H,voting,112
M,R,AL,S,voting,112
M,R,MN,H,voting,112
M,R,ID,H,voting,112
M,R,GA,H,voting,112
M,R,CA,H,voting,112
M,R,VA,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,S,voting,112
M,R,MO,H,voting,112
M,R,FL,H,voting,112
M,R,GA,H,voting,112
M,R,TX,H,voting,112
F,R,WA,H,voting,112
M,R,AZ,S,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,SC,S,voting,112
M,R,LA,S,voting,112
M,R,AZ,H,voting,112
M,R,KY,S,voting,112
M,R,FL,H,voting,112
M,R,AZ,H,voting,112
M,R,OK,S,voting,112
M,R,IA,S,voting,112
M,R,WY,S,voting,112
M,R,GA,H,voting,112
F,R,ME,S,voting,112
M,R,WY,S,voting,112
M,R,UT,H,voting,112
M,R,NY,H,voting,112
M,R,IN,H,voting,112
M,R,MN,H,voting,112
M,R,AZ,H,voting,112
M,R,MI,H,voting,112
M,R,IA,H,voting,112
M,R,PA,H,voting,112
M,R,GA,H,voting,112
M,R,IL,H,voting,112
M,R,IL,H,voting,112
M,R,LA,H,voting,112
M,R,TX,H,voting,112
M,R,OK,S,voting,112
M,R,FL,H,voting,112
M,R,ID,H,voting,112
M,R,KY,S,voting,112
M,R,GA,H,voting,112
M,R,MI,H,voting,112
M,R,TX,H,voting,112
M,R,WA,H,voting,112
M,R,ID,H,voting,112
M,R,GA,H,voting,112
M,R,TX,H,voting,112
M,R,FL,H,voting,112
F,R,NC,H,voting,112
M,R,WA,H,voting,112
M,R,FL,H,voting,112
M,R,NV,S,voting,112
M,R,MO,S,voting,112
M,R,VA,H,voting,112
M,R,IA,H,voting,112
M,R,CA,H,voting,112
M,R,VA,H,voting,112
M,R,TX,H,voting,112
M,R,ID,H,voting,112
M,R,MI,H,voting,112
M,R,GA,H,voting,112
M,R,WY,S,voting,112
M,R,KY,H,voting,112
M,R,FL,H,voting,112
M,R,MI,H,voting,112
M,R,MN,H,voting,112
M,R,MN,H,voting,112
M,R,FL,H,voting,112
M,R,CA,H,voting,112
M,R,KS,S,voting,112
M,R,FL,H,voting,112
M,R,KY,H,voting,112
M,R,AK,H,voting,112
M,R,MS,H,voting,112
M,R,NE,H,voting,112
M,R,SD,S,voting,112
M,R,MN,H,voting,112
M,R,SC,H,voting,112
M,R,GA,H,voting,112
M,R,TN,S,voting,112
M,R,SC,H,voting,112
M,R,KY,S,voting,112
M,R,CA,H,voting,112
M,R,TX,H,voting,112
M,R,NJ,H,voting,112
M,R,WI,H,voting,112
M,R,FL,H,voting,112
M,R,NJ,H,voting,112
M,R,GA,H,voting,112
M,R,TX,H,voting,112
M,R,AZ,H,voting,112
M,R,TN,S,voting,112
M,R,CA,H,voting,112
M,R,AL,S,voting,112
M,R,GA,H,voting,112
M,R,MI,H,voting,112
M,R,AZ,S,voting,112
M,R,CO,H,voting,112
M,R,NY,H,voting,112
M,R,PA,H,voting,112
M,R,CA,H,voting,112
M,R,AZ,S,voting,112
M,R,IL,S,voting,112
M,R,KY,H,voting,112
M,R,VA,H,voting,112
M,R,GA,H,voting,112
M,R,OH,S,voting,112
M,R,FL,H,voting,112
M,R,AZ,H,voting,112
M,R,VA,H,voting,112
M,R,IL,H,voting,112
M,R,MD,H,voting,112
M,R,GA,S,voting,112
M,R,UT,H,voting,112
M,R,AZ,S,voting,112
M,R,NC,H,voting,112
M,R,UT,H,voting,112
M,R,LA,H,voting,112
M,R,AZ,S,voting,112
M,R,CO,H,voting,112
M,R,MO,H,voting,112
M,R,CA,H,voting,112
M,R,AZ,S,voting,112
M,R,NY,H,voting,112
M,R,OK,S,voting,112
M,R,NJ,H,voting,112
M,R,TX,H,voting,112
M,R,VA,H,voting,112
M,R,GA,H,voting,112
M,R,LA,S,voting,112
M,R,OK,H,voting,112
M,R,FL,H,voting,112
M,R,CO,H,voting,112
M,R,IN,H,voting,112
M,R,NV,H,voting,112
M,R,OH,H,voting,112
M,R,CA,H,voting,112
F,R,ME,S,voting,112
M,R,TX,H,voting,112
M,R,IN,H,voting,112
M,R,GA,S,voting,112
M,R,MA,S,voting,112
M,R,CA,H,voting,112
M,R,MO,H,voting,112
M,R,AK,H,voting,112
